step,loss,grad_norm,learning_rate,num_tokens,completions/mean_length,completions/min_length,completions/max_length,completions/clipped_ratio,completions/mean_terminated_length,completions/min_terminated_length,completions/max_terminated_length,rewards/reward_format/mean,rewards/reward_format/std,rewards/reward_env_step/mean,rewards/reward_env_step/std,rewards/reward_mode_match/mean,rewards/reward_mode_match/std,rewards/reward_anti_spam/mean,rewards/reward_anti_spam/std,rewards/reward_fuel_discipline/mean,rewards/reward_fuel_discipline/std,reward,reward_std,kl,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/high_mean,clip_ratio/high_max,clip_ratio/region_mean,epoch
156,0.157,0.033729080110788345,2.4865052517302397e-06,368504.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.7937225103378296,0.23818874452263117,0.5,0.0,-0.09999999962747097,0.0,0.0,0.0,2.1937224864959717,0.0,3.9256324768066406,0.0,0.0,0.0,0.0,0.0,2.47244094488189
158,0.1562,0.0938415676355362,2.432534122483033e-06,373230.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.6322138756513596,0.023045124486088753,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.107213854789734,4.155679198447615e-05,3.9041264355182648,0.0,0.0,0.0,0.0,0.0,2.5039370078740157
160,0.1532,0.06278921663761139,2.3785944447138804e-06,377982.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.7014649957418442,0.12458689510822296,0.5,0.0,-0.2750000059604645,0.37527769804000854,0.0,0.0,1.9264649152755737,0.00530329579487443,3.830588459968567,0.0,0.0,0.0,0.0,0.0,2.5354330708661417
162,0.1555,0.07879695296287537,2.3247113642098648e-06,382646.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.4373852610588074,0.1429822777863592,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,1.9123852252960205,0.0007088678539730608,3.8866446018218994,0.0,0.0,0.0,0.0,0.0,2.5669291338582676
164,0.1499,0.05913165956735611,2.2709100003733637e-06,387432.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.4147070050239563,0.2501450926065445,0.5,0.0,-0.42500001192092896,0.2020726054906845,0.0,0.0,1.4897069931030273,0.0,3.7483614683151245,0.0,0.0,0.0,0.0,0.0,2.5984251968503935
166,0.1544,0.04884931072592735,2.2172154345117896e-06,391854.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.4329397529363632,0.1965130076278001,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,1.9079396724700928,0.0,3.8609714210033417,0.0,0.0,0.0,0.0,0.0,2.6299212598425195
168,0.1572,0.06451265513896942,2.163652698145104e-06,396300.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.8165994882583618,0.019600458443164825,0.5,0.0,0.05000000074505806,0.0,0.0,0.0,2.366599440574646,0.0,3.930590033531189,0.0,0.0,0.0,0.0,0.0,2.661417322834646
170,0.1582,1.4027128219604492,2.1102467613365336e-06,401030.0,27.5,27.0,29.0,0.0,27.5,27.0,29.0,1.0,0.0,0.6166466176509857,0.040155526250600815,0.5,0.0,-0.3500000089406967,0.2886751517653465,0.0,0.0,1.7666465044021606,0.0005326307727955282,3.954559475183487,0.0,0.0,0.0,0.0,0.0,2.6929133858267718
172,0.1533,0.04853546991944313,2.0570225210519433e-06,405800.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.6584347486495972,0.3944055885076523,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,2.0459346771240234,0.0,3.8321392834186554,0.0,0.0,0.0,0.0,0.0,2.7244094488188977
174,0.1564,0.026731295511126518,2.0040047895532757e-06,410542.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.7234100103378296,0.3193786293268204,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.198409914970398,0.0,3.909075438976288,0.0,0.0,0.0,0.0,0.0,2.7559055118110236
176,0.1583,0.02501055784523487,1.9512182828314887e-06,415258.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7984375059604645,0.23274433612823486,0.5,0.0,-0.1875000037252903,0.2742413878440857,0.0,0.0,2.110937535762787,0.0,3.9582971334457397,0.0,0.0,0.0,0.0,0.0,2.7874015748031495
178,0.153,0.08555543422698975,1.8986876090843668e-06,420060.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7859831154346466,0.24712678231298923,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.1859830617904663,0.00019181030802428722,3.825665593147278,0.0,0.0,0.0,0.0,0.0,2.8188976377952755
180,0.1575,0.059762150049209595,1.8464372572445867e-06,424834.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.6502719819545746,0.4038311243057251,0.5,0.0,-0.06249999813735485,0.07499999552965164,0.0,0.0,2.087771952152252,0.053033001720905304,3.9375104010105133,0.0,0.0,0.0,0.0,0.0,2.850393700787402
182,0.1569,0.05128319188952446,1.7944915855633809e-06,429312.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.6008124947547913,0.4609420448541641,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.0758124589920044,0.0,3.921364963054657,0.0,0.0,0.0,0.0,0.0,2.8818897637795278
184,0.1567,0.02841099724173546,1.7428748102551237e-06,434054.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.5990374982357025,0.4629916250705719,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,1.9865373969078064,0.0,3.9181921184062958,0.0,0.0,0.0,0.0,0.0,2.9133858267716537
186,0.1535,0.07414454221725464,1.6916109942081294e-06,438782.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.3535272479057312,0.1973758089588955,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,1.7410272359848022,0.006740123964846134,3.8366532027721405,0.0,0.0,0.0,0.0,0.0,2.9448818897637796
188,0.153,0.11488020420074463,1.6407240357669336e-06,443526.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.7930999994277954,0.23890753090381622,0.5,0.0,-0.25,0.0,0.0,0.0,2.0430999994277954,0.0,3.8259922862052917,0.0,0.0,0.0,0.0,0.0,2.9763779527559056
190,0.1616,0.043146759271621704,1.5902376575912815e-06,448330.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,1.0,0.0,0.5,0.0,-0.09999999962747097,0.0,0.0,0.0,2.399999976158142,0.0,4.040761351585388,0.0,0.0,0.0,0.0,0.0,3.015748031496063
192,0.1529,0.05784248933196068,1.5401753955970097e-06,452976.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.3779649883508682,0.25999237410724163,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,1.8529649376869202,0.0,3.8214054107666016,0.0,0.0,0.0,0.0,0.0,3.047244094488189
194,0.157,0.022163188084959984,1.4905605879839963e-06,457740.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.8000569939613342,0.23087428510189056,0.5,0.0,-0.18750000558793545,0.10103630274534225,0.0,0.0,2.112557053565979,0.0,3.9240596890449524,0.0,0.0,0.0,0.0,0.0,3.078740157480315
196,0.1577,0.03362623229622841,1.4414163643562755e-06,462502.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.8061574995517731,0.22383004426956177,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.2061575651168823,0.0,3.94127157330513,0.0,0.0,0.0,0.0,0.0,3.1102362204724407
198,0.1596,0.02500148117542267,1.3927656349393954e-06,467288.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.7992500066757202,0.23180614411830902,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.274250030517578,0.0,3.990459978580475,0.0,0.0,0.0,0.0,0.0,3.141732283464567
200,0.1575,0.06081521883606911,1.3446310799000578e-06,472014.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.4988499879837036,0.3473050594329834,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,1.8863499164581299,0.0,3.936335474252701,0.0,0.0,0.0,0.0,0.0,3.173228346456693
202,0.1571,0.01852569356560707,1.2970351387729875e-06,476728.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.801562488079071,0.2291359007358551,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.201562523841858,0.0,3.926742672920227,0.0,0.0,0.0,0.0,0.0,3.204724409448819
204,0.1564,0.020321497693657875,1.2500000000000007e-06,481526.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.596875011920929,0.4654886722564697,0.5,0.0,-0.1875000037252903,0.2742413878440857,0.0,0.0,1.909375011920929,0.0,3.910909026861191,0.0,0.0,0.0,0.0,0.0,3.236220472440945
206,0.1558,0.04409134387969971,1.2035475905861136e-06,486278.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.414561003446579,0.2427596151828766,0.5,0.0,-0.2750000059604645,0.37527769804000854,0.0,0.0,1.6395609378814697,0.0,3.8943824768066406,0.0,0.0,0.0,0.0,0.0,3.267716535433071
208,0.1528,0.09883422404527664,1.1576995658775405e-06,490996.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5835937559604645,0.02032995759509504,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,1.971093773841858,0.0,3.8191187977790833,0.0,0.0,0.0,0.0,0.0,3.2992125984251968
210,0.1537,0.036021895706653595,1.1124772994663258e-06,495672.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.37265975773334503,0.2661183550953865,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,1.7601597309112549,0.0,3.8425689339637756,0.0,0.0,0.0,0.0,0.0,3.3307086614173227
212,0.1569,0.08341271430253983,1.0679018732263258e-06,500356.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.34167973324656487,0.294674102216959,0.5,0.0,-0.3500000089406967,0.2886751517653465,0.0,0.0,1.4916797280311584,0.0,3.9218183159828186,0.0,0.0,0.0,0.0,0.0,3.362204724409449
214,0.1548,0.025415267795324326,1.0239940674851943e-06,505148.0,27.5,27.0,29.0,0.0,27.5,27.0,29.0,1.0,0.0,0.3945680037140846,0.23360400984529406,0.5,0.0,-0.2750000059604645,0.37527769804000854,0.0,0.0,1.6195679903030396,0.0,3.8709723353385925,0.0,0.0,0.0,0.0,0.0,3.393700787401575
216,0.1524,0.008414178155362606,9.807743513369273e-07,509820.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.40060000121593475,0.23385573481209576,0.5,0.0,-0.26250000670552254,0.18763884156942368,0.0,0.0,1.6380999684333801,0.0,3.809274584054947,0.0,0.0,0.0,0.0,0.0,3.425196850393701
218,0.1519,0.9612417817115784,9.382628730995222e-07,514174.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.21153687685728073,0.056691525620408356,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,1.6865368485450745,0.00178633100586012,3.7980521619319916,0.0,0.0,0.0,0.0,0.0,3.456692913385827
220,0.1613,0.01811690628528595,8.964794509221508e-07,518952.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.9078859984874725,0.10636408627033234,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.307886004447937,0.0,4.033660650253296,0.0,0.0,0.0,0.0,0.0,3.4881889763779528
222,0.1501,0.005045446567237377,8.55443563546274e-07,523320.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.3799639940261841,0.2554613184183836,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,1.7799639701843262,0.0,3.7529945373535156,0.0,0.0,0.0,0.0,0.0,3.5196850393700787
224,0.1588,0.1063547357916832,8.151743412249729e-07,528088.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7984375059604645,0.23274433612823486,0.5,0.0,-0.3375000059604645,0.10103630274534225,0.0,0.0,1.9609375,0.0,3.9702157378196716,0.0,0.0,0.0,0.0,0.0,3.5511811023622046
226,0.1579,0.10329198837280273,7.756905568047393e-07,532816.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.9167869985103607,0.09608609974384308,0.5,0.0,-0.17500000074505806,0.08660253882408142,0.0,0.0,2.2417869567871094,0.0,3.9478835463523865,0.0,0.0,0.0,0.0,0.0,3.5826771653543306
228,0.1603,0.07947545498609543,7.37010616973886e-07,537630.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.7984375059604645,0.23274433612823486,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,2.185937464237213,0.0,4.008697479963303,0.0,0.0,0.0,0.0,0.0,3.6141732283464565
230,0.1558,0.04851615056395531,6.991525536816498e-07,542390.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.8770037591457367,0.14202618598937988,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.352003812789917,0.0007088678539730608,3.894870012998581,0.0,0.0,0.0,0.0,0.0,3.6456692913385824
232,0.1575,0.08128102123737335,6.621340157319998e-07,546796.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.4260857403278351,0.20442733657546341,0.5,0.0,-0.26250000298023224,0.18763884902000427,0.0,0.0,1.6635857224464417,0.0,3.9367077946662903,0.0,0.0,0.0,0.0,0.0,3.677165354330709
234,0.1544,0.04334422945976257,6.259722605560489e-07,551524.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7476562559604645,0.29138148948550224,0.5,0.0,-0.2750000059604645,0.37527769804000854,0.0,0.0,1.97265625,0.0,3.8599303364753723,0.0,0.0,0.0,0.0,0.0,3.7086614173228347
236,0.1581,0.0359371043741703,5.906841461669327e-07,556174.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.579611249268055,0.02715134061872959,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.0546112656593323,0.0,3.9532758593559265,0.0,0.0,0.0,0.0,0.0,3.7401574803149606
238,0.1556,1.0059840679168701,5.562861233008774e-07,560982.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.962042510509491,0.04382966458797455,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.437042474746704,8.943561260821298e-05,3.8911034762859344,0.0,0.0,0.0,0.0,0.0,3.7716535433070866
240,0.1514,0.023033881559967995,5.227942277481363e-07,565740.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.6922792196273804,0.2973414435982704,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.1672792434692383,0.0,3.784281373023987,0.0,0.0,0.0,0.0,0.0,3.8031496062992125
242,0.161,0.060720041394233704,4.90224072877375e-07,570528.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.7992500066757202,0.23180614411830902,0.5,0.0,-0.26250000670552254,0.18763884156942368,0.0,0.0,2.036750018596649,0.0,4.024964600801468,0.0,0.0,0.0,0.0,0.0,3.8346456692913384
244,0.1487,0.055991172790527344,4.5859084235697236e-07,575268.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.5990374982357025,0.002497041365131736,0.5,0.0,-0.17500000074505806,0.08660253882408142,0.0,0.0,1.9240374565124512,0.0,3.7182600498199463,0.0,0.0,0.0,0.0,0.0,3.866141732283465
246,0.1587,0.08978893607854843,4.279092830766471e-07,579992.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7937225103378296,0.23818874452263117,0.5,0.0,-0.17500000074505806,0.08660253882408142,0.0,0.0,2.1187225580215454,0.0,3.9678196907043457,0.0,0.0,0.0,0.0,0.0,3.8976377952755907
248,0.1596,0.08801726251840591,3.9819369827269804e-07,584746.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.7082822620868683,0.33684664964675903,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.108282208442688,0.0,3.9892145693302155,0.0,0.0,0.0,0.0,0.0,3.9291338582677167
250,0.1515,0.09644879400730133,3.6945794086007706e-07,589528.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.800599992275238,0.23024728894233704,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.275599956512451,0.0,3.7880557775497437,0.0,0.0,0.0,0.0,0.0,3.9606299212598426
252,0.1599,0.038515109568834305,3.417154069743836e-07,594272.0,27.33333396911621,27.0,28.0,0.0,27.33333396911621,27.0,28.0,1.0,0.0,0.5641487538814545,0.10163991525769234,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.0391488075256348,0.0,3.997561514377594,0.0,0.0,0.0,0.0,0.0,3.9921259842519685
254,0.1544,0.044920023530721664,3.149790297268107e-07,598974.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5710972547531128,0.495254248380661,0.5,0.0,-0.17500000074505806,0.08660253882408142,0.0,0.0,1.8960972428321838,0.0,3.8594521284103394,0.0,0.0,0.0,0.0,0.0,4.031496062992126
256,0.1604,0.0857408195734024,2.892612731749414e-07,603786.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.974892258644104,0.02899193949997425,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.374892234802246,0.0,4.009746998548508,0.0,0.0,0.0,0.0,0.0,4.062992125984252
258,0.1531,0.10339374095201492,2.64574126512209e-07,608242.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.6021624803543091,0.45938318967819214,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.0771623849868774,0.0,3.826573818922043,0.0,0.0,0.0,0.0,0.0,4.094488188976378
260,0.1605,0.06282668560743332,2.4092909847873713e-07,613040.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5054709911346436,0.3580680191516876,0.5,0.0,-0.42500001192092896,0.2020726054906845,0.0,0.0,1.5804710388183594,0.0,4.0135288536548615,0.0,0.0,0.0,0.0,0.0,4.125984251968504
262,0.1612,0.1136428564786911,2.1833721199614992e-07,617836.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.7030524909496307,0.34288544952869415,0.5,0.0,-0.3500000089406967,0.2886751517653465,0.0,0.0,1.8530524969100952,0.0,4.029548466205597,0.0,0.0,0.0,0.0,0.0,4.15748031496063
264,0.1567,0.03946683555841446,1.9680899902887268e-07,622644.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.397475004196167,0.2352413774933666,0.5,0.0,-0.2750000059604645,0.37527769804000854,0.0,0.0,1.6224749684333801,0.0,3.9176387786865234,0.0,0.0,0.0,0.0,0.0,4.188976377952756
266,0.1582,0.0038694143295288086,1.7635449567430185e-07,627336.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.6294487416744232,0.4278757572174072,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.104448676109314,0.0,3.955417215824127,0.0,0.0,0.0,0.0,0.0,4.2204724409448815
268,0.1573,0.018385162577033043,1.5698323748414123e-07,632146.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7347097396850586,0.1592119336128235,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,2.1222097277641296,0.003593187313526869,3.9321408569812775,0.0,0.0,0.0,0.0,0.0,4.251968503937007
270,0.1534,0.029570898041129112,1.3870425501908674e-07,636816.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.6021624803543091,0.45938318967819214,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.002162456512451,0.0,3.8359344601631165,0.0,0.0,0.0,0.0,0.0,4.283464566929134
272,0.1552,0.07073365896940231,1.2152606963892866e-07,641564.0,27.5,27.0,28.0,0.0,27.5,27.0,28.0,1.0,0.0,0.581038773059845,0.483774796128273,0.5,0.0,-0.18750000558793545,0.10103630274534225,0.0,0.0,1.8935387134552002,0.0,3.8805190324783325,0.0,0.0,0.0,0.0,0.0,4.31496062992126
274,0.1509,0.09251576662063599,1.054566895300324e-07,646276.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.44166624546051025,0.36066317558288574,0.5,0.0,-0.1875000037252903,0.2742413878440857,0.0,0.0,1.7541661858558655,0.0007088678539730608,3.7730976939201355,0.0,0.0,0.0,0.0,0.0,4.346456692913386
276,0.1545,0.023860760033130646,9.050360597205515e-08,650980.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.800599992275238,0.23024728894233704,0.5,0.0,-0.17500000074505806,0.08660253882408142,0.0,0.0,2.125600039958954,0.0,3.861700415611267,0.0,0.0,0.0,0.0,0.0,4.377952755905512
278,0.1523,0.020258234813809395,7.667378984563601e-08,655758.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5990374982357025,0.4629916250705719,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,1.9865373969078064,0.0,3.8069453835487366,0.0,0.0,0.0,0.0,0.0,4.409448818897638
280,0.1587,0.016906211152672768,6.397368838268497e-08,660412.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5878264978528023,0.017665186896920204,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.0628265142440796,0.0,3.968723237514496,0.0,0.0,0.0,0.0,0.0,4.440944881889764
282,0.1592,0.9709286093711853,5.240922216079081e-08,665132.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7480256259441376,0.20329725183546543,0.5,0.0,-0.11250000260770321,0.18763884902000427,0.0,0.0,2.1355255842208862,0.0002812459206325002,3.981112986803055,0.0,0.0,0.0,0.0,0.0,4.47244094488189
284,0.1582,0.05942891538143158,4.198578234314604e-08,669820.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.7208797484636307,0.13603425025939941,0.5,0.0,-0.02500000037252903,0.08660253882408142,0.0,0.0,2.195879817008972,0.00357830966822803,3.9540383219718933,0.0,0.0,0.0,0.0,0.0,4.503937007874016
286,0.1601,0.014685951173305511,3.270822816527325e-08,674542.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5999999940395355,0.46188023686408997,0.5,0.0,-0.18750000558793545,0.10103630274534225,0.0,0.0,1.9124999046325684,0.0,4.003732323646545,0.0,0.0,0.0,0.0,0.0,4.535433070866142
288,0.1556,0.1061682477593422,2.4580884669733463e-08,679264.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5961304977536201,0.000859673717059195,0.5,0.0,-0.1875000037252903,0.2742413878440857,0.0,0.0,1.9086305499076843,0.0,3.8898909091949463,0.0,0.0,0.0,0.0,0.0,4.566929133858268
290,0.1616,0.06002867594361305,1.7607540689859036e-08,684010.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.4586872458457947,0.342164047062397,0.5,0.0,0.05000000074505806,0.0,0.0,0.0,2.008687198162079,0.0,4.040945053100586,0.0,0.0,0.0,0.0,0.0,4.5984251968503935
292,0.1589,0.026118891313672066,1.1791447083465136e-08,688770.0,27.25,27.0,28.0,0.0,27.25,27.0,28.0,1.0,0.0,0.37682799622416496,0.2540884055197239,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,1.7768280506134033,0.0,3.972850650548935,0.0,0.0,0.0,0.0,0.0,4.6299212598425195
294,0.1572,0.0722607672214508,7.135315217350891e-09,693166.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5999999940395355,0.46188023686408997,0.5,0.0,-0.1875000037252903,0.2742413878440857,0.0,0.0,1.9124999642372131,0.0,3.9306074678897858,0.0,0.0,0.0,0.0,0.0,4.661417322834645
296,0.1596,0.055559948086738586,3.641315703307724e-09,697934.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.5893749892711639,0.4741489291191101,0.5,0.0,-0.42500001192092896,0.2020726054906845,0.0,0.0,1.6643749475479126,0.0,3.9895845651626587,0.0,0.0,0.0,0.0,0.0,4.692913385826771
298,0.1537,0.039921555668115616,1.3110773862126669e-09,702720.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.9078859984874725,0.10636408627033234,0.5,0.0,-0.09999999962747097,0.0,0.0,0.0,2.307886004447937,0.0,3.841541200876236,0.0,0.0,0.0,0.0,0.0,4.724409448818898
300,0.1563,0.1648026704788208,1.4568658469132913e-10,707476.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,1.0,0.0,0.6006569862365723,0.4611215740442276,0.5,0.0,-0.10000000149011612,0.17320507764816284,0.0,0.0,2.0006569623947144,0.0,3.906770706176758,0.0,0.0,0.0,0.0,0.0,4.755905511811024
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.755905511811024,1485.0977,0.808,0.202,0.0,0.15096215178569158
